monomer_ID,smiles,mol_weight_monomer,atomic_weight_mean,vdw_volume_monomer,qm_total_energy_monomer,qm_homo_monomer,qm_lumo_monomer,qm_dipole_monomer,qm_dipole_x_monomer,qm_dipole_y_monomer,qm_dipole_z_monomer,qm_polarizability_monomer,qm_polarizability_xx_monomer,qm_polarizability_yy_monomer,qm_polarizability_zz_monomer,qm_polarizability_xy_monomer,qm_polarizability_xz_monomer,qm_polarizability_yz_monomer,temp,press,tacticity,DP,n_mol,n_atom_mean,Mn,density,density_min,density_max,density_std,density_count,Rg,Rg_min,Rg_max,Rg_std,Rg_count,r2,r2_min,r2_max,r2_std,r2_count,self-diffusion,self-diffusion_min,self-diffusion_max,self-diffusion_std,self-diffusion_count,Cp,Cp_min,Cp_max,Cp_std,Cp_count,Cv,Cv_min,Cv_max,Cv_std,Cv_count,compressibility,compressibility_min,compressibility_max,compressibility_std,compressibility_count,bulk_modulus,bulk_modulus_min,bulk_modulus_max,bulk_modulus_std,bulk_modulus_count,isentropic_compressibility,isentropic_compressibility_min,isentropic_compressibility_max,isentropic_compressibility_std,isentropic_compressibility_count,isentropic_bulk_modulus,isentropic_bulk_modulus_min,isentropic_bulk_modulus_max,isentropic_bulk_modulus_std,isentropic_bulk_modulus_count,volume_expansion,volume_expansion_min,volume_expansion_max,volume_expansion_std,volume_expansion_count,linear_expansion,linear_expansion_min,linear_expansion_max,linear_expansion_std,linear_expansion_count,static_dielectric_const,static_dielectric_const_min,static_dielectric_const_max,static_dielectric_const_std,static_dielectric_const_count,dielectric_const_dc,dielectric_const_dc_min,dielectric_const_dc_max,dielectric_const_dc_std,dielectric_const_dc_count,nematic_order_parameter,nematic_order_parameter_min,nematic_order_parameter_max,nematic_order_parameter_std,nematic_order_parameter_count,refractive_index,refractive_index_min,refractive_index_max,refractive_index_std,refractive_index_count,thermal_conductivity,thermal_conductivity_min,thermal_conductivity_max,thermal_conductivity_std,thermal_conductivity_count,thermal_diffusivity,thermal_diffusivity_min,thermal_diffusivity_max,thermal_diffusivity_std,thermal_diffusivity_count,TC_ke,TC_ke_min,TC_ke_max,TC_ke_std,TC_ke_count,TC_pe,TC_pe_min,TC_pe_max,TC_pe_std,TC_pe_count,TC_pair,TC_pair_min,TC_pair_max,TC_pair_std,TC_pair_count,TC_bond,TC_bond_min,TC_bond_max,TC_bond_std,TC_bond_count,TC_angle,TC_angle_min,TC_angle_max,TC_angle_std,TC_angle_count,TC_dihed,TC_dihed_min,TC_dihed_max,TC_dihed_std,TC_dihed_count,TC_improper,TC_improper_min,TC_improper_max,TC_improper_std,TC_improper_count,TC_kspace,TC_kspace_min,TC_kspace_max,TC_kspace_std,TC_kspace_count,polymer_class
PI689,*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,290.234,10.3655,236.752,-2692624.934,-9.280570524,-1.339438628,0.572315997,0.571247858,0.01854737,-0.029622309,31.70534585,46.28688165,30.89059756,17.93855833,0.33743535,-1.351381088,-3.319089132,300,1,none,35,10,988,10188.26,1.294253824,1.267437628,1.320326512,0.023762925,5,28.15313015,26.05418816,29.92408612,1.531267157,5,40.12178674,28.75971747,58.30013561,12.0183548,5,3.47E-13,6.52E-14,5.71E-13,2.48E-13,4,2311.006558,2281.012935,2354.611136,31.06095216,4,2289.514382,2254.019421,2334.196811,33.27197861,4,2.78E-10,2.51E-10,3.02E-10,2.09E-11,4,3617451928,3316569415,3989061284,277704996.1,4,2.75E-10,2.49E-10,2.98E-10,2.03E-11,4,3651158226,3356083569,4023950768,276375672,4,0.000159929,0.000139609,0.000188433,2.11E-05,4,5.33E-05,4.65E-05,6.28E-05,7.04E-06,4,1.329094612,1.304675915,1.343584281,0.016126585,5,2.992578105,2.925052054,3.059345639,0.057931617,5,0.053116382,0.046874094,0.059696506,0.005677594,5,1.631966433,1.615594165,1.647956722,0.014536794,5,0.335322506,0.297510745,0.378888643,0.032719264,5,1.10E-07,1.01E-07,1.26E-07,1.11E-08,4,0.008278034,0.003551992,0.013805234,0.003705167,5,-0.004444165,-0.019999988,0.002060097,0.009017724,5,0.054295514,0.041725315,0.065693342,0.008546523,5,0.138123705,0.101684795,0.157170734,0.023192622,5,0.074856267,0.052072179,0.084925894,0.013598144,5,0.062394314,0.048004216,0.072580989,0.009337222,5,0.000293083,8.25E-05,0.000619704,0.000202161,5,0.001525754,-0.000627378,0.003630551,0.001790232,5,13
PI690,*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,304.261,9.814870968,253.696,-2795910.519,-9.362286081,-1.30712918,0.749511763,-0.719439937,-0.183501316,0.102475982,33.28191276,46.25659584,27.27607763,26.31306482,-3.6471474,-0.959319378,5.788174878,300,1,none,32,10,1000,9766.422,1.159593797,1.155615506,1.163572089,0,2,66.18540371,64.89783937,67.47296805,0,2,367.1162512,349.0564768,385.1760255,0,2,4.58E-14,1.53E-14,7.64E-14,0,2,2450.238768,2432.090099,2468.387437,0,2,2430.285661,2414.817239,2445.754083,0,2,3.25E-10,3.01E-10,3.49E-10,0,2,3094514588,2869606619,3319422557,0,2,3.22E-10,2.99E-10,3.45E-10,0,2,3119660826,2896169735,3343151917,0,2,0.000158152,0.000141493,0.000174812,0,2,5.27E-05,4.72E-05,5.83E-05,0,2,1.256839985,1.248894292,1.264785678,0,2,2.66841259,2.653345543,2.683479636,0,2,0.078154084,0.060971849,0.095336319,0,2,1.552922196,1.550629308,1.555215084,0,2,0.618759937,0.618759937,0.618759937,0,1,2.15E-07,2.15E-07,2.15E-07,0,1,0.014338903,0.014338903,0.014338903,0,1,-0.000512739,-0.000512739,-0.000512739,0,1,0.040097991,0.040097991,0.040097991,0,1,0.311632091,0.311632091,0.311632091,0,1,0.156087856,0.156087856,0.156087856,0,1,0.09788517,0.09788517,0.09788517,0,1,0.00025212,0.00025212,0.00025212,0,1,-0.001021454,-0.001021454,-0.001021454,0,1,13
PI691,*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,304.261,9.814870968,253.864,-2795910.52,-9.362522604,-1.307227609,0.751067928,-0.678110609,0.236050142,0.220339204,33.28228529,45.72970805,23.70235406,30.41479375,3.945653294,-4.101643369,3.780392474,300,1,none,32,10,1000,9766.422,1.169276438,1.144725617,1.187409506,0.015700475,5,30.81213631,24.65675817,33.96815508,3.659446918,5,46.42045463,32.06170343,61.14495842,12.64940819,5,1.66E-13,1.03E-15,3.91E-13,1.53E-13,5,2408.61923,2338.533362,2446.47936,46.52578334,5,2388.14185,2321.663723,2422.168356,43.91680865,5,4.19E-10,3.28E-10,5.31E-10,8.22E-11,5,2462185424,1882311592,3047426336,477339074.4,5,4.15E-10,3.26E-10,5.27E-10,8.18E-11,5,2483385441,1897324878,3069572861,481805469.2,5,0.000178649,0.000141158,0.000233294,3.75E-05,5,5.95E-05,4.71E-05,7.78E-05,1.25E-05,5,1.255405227,1.246966336,1.261844209,0.006511735,5,2.68453515,2.646291125,2.71836408,0.027427089,5,0.053210742,0.025743026,0.078379455,0.023016007,5,1.558545508,1.544386159,1.569058734,0.009070668,5,0.347931798,0.312564603,0.386666941,0.034767718,5,1.24E-07,1.12E-07,1.42E-07,1.32E-08,5,0.007721552,0.003852395,0.013538527,0.004064155,5,0.004564361,0.001046923,0.008735502,0.003245338,5,0.045591417,0.041706637,0.056592662,0.006202037,5,0.147053267,0.123674409,0.174751962,0.021760556,5,0.084759329,0.070737461,0.106010279,0.013397459,5,0.056790437,0.04978854,0.059800148,0.004285774,5,0.000276077,0.000167472,0.000383023,7.73E-05,5,0.001175357,-0.000572976,0.002826242,0.001262392,5,13
PI692,*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,346.342,8.65855,302.976,-3105757.097,-8.748963652,-1.261083133,1.078216441,-1.07687799,-0.028929923,-0.045249843,39.04442123,53.18834424,35.43444055,28.5104789,0.326156526,0.97407528,3.330704526,300,1,none,25,10,1008,8688.62,0.999149898,0.999149898,0.999149898,0,1,55.25825578,55.25825578,55.25825578,0,1,251.9121544,251.9121544,251.9121544,0,1,7.06E-14,7.06E-14,7.06E-14,0,1,2588.391733,2588.391733,2588.391733,0,1,2574.37464,2574.37464,2574.37464,0,1,4.81E-10,4.81E-10,4.81E-10,0,1,2080841198,2080841198,2080841198,0,1,4.78E-10,4.78E-10,4.78E-10,0,1,2092160568,2092160568,2092160568,0,1,0.000148461,0.000148461,0.000148461,0,1,4.95E-05,4.95E-05,4.95E-05,0,1,1.181224651,1.181224651,1.181224651,0,1,2.371956086,2.371956086,2.371956086,0,1,0.098083477,0.098083477,0.098083477,0,1,1.480111967,1.480111967,1.480111967,0,1,0.514344047,0.514344047,0.514344047,0,1,1.99E-07,1.99E-07,1.99E-07,0,1,0.018183711,0.018183711,0.018183711,0,1,0.009434818,0.009434818,0.009434818,0,1,0.042030662,0.042030662,0.042030662,0,1,0.277122503,0.277122503,0.277122503,0,1,0.111708524,0.111708524,0.111708524,0,1,0.057296047,0.057296047,0.057296047,0,1,0.000151861,0.000151861,0.000151861,0,1,-0.001584079,-0.001584079,-0.001584079,0,1,13
PI694,*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,474.428,9.48856,397.448,-4301717.722,-8.472053674,-1.328583224,1.861478295,-1.71441439,0.514510763,-0.511041505,55.37922802,77.13563802,54.90299707,34.09904898,0.355654188,6.487014623,-3.134448083,300,1,none,20,10,1008,9518.63,1.299910742,1.291309318,1.304515454,0.007455252,3,26.56530614,25.66830924,27.34825503,0.845759821,3,45.3219406,39.00363791,54.82586323,8.378355108,3,3.01E-13,1.32E-13,5.86E-13,2.49E-13,3,2529.948592,2378.915757,2738.645408,186.6687076,3,2452.89474,2341.627752,2562.833512,110.6088609,3,2.47E-10,2.17E-10,2.96E-10,4.28E-11,3,4126793451,3381308961,4601140509,653554804,3,2.39E-10,2.14E-10,2.77E-10,3.35E-11,3,4239041789,3612400268,4674421512,556244629.1,3,0.000265063,0.000132577,0.00047504,0.000183913,3,8.84E-05,4.42E-05,0.000158347,6.13E-05,3,1.251373348,1.241621324,1.261010637,0.009695166,3,3.111781705,3.082126685,3.130662724,0.025999925,3,0.067863711,0.054397416,0.077648038,0.012054689,3,1.691269046,1.685379886,1.694422504,0.005104438,3,0.289920789,0.277530476,0.303740264,0.013163211,3,8.83E-08,8.51E-08,9.30E-08,4.13E-09,3,0.005754086,0.00259477,0.01138144,0.004885673,3,-0.000400948,-0.00062389,5.40E-06,0.000352462,3,0.058412324,0.05020251,0.063503071,0.007177929,3,0.100063671,0.089363962,0.114584788,0.013037442,3,0.057526444,0.055054998,0.060267286,0.002616566,3,0.065269283,0.064158785,0.066905693,0.001447002,3,0.000348149,2.41E-05,0.000714161,0.000346956,3,0.002947781,0.002152658,0.003691248,0.000770595,3,13
PI695,*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,550.526,9.175433333,469.488,-4908707.226,-8.140887964,-1.336668303,1.366066842,1.184792973,0.679578139,0.024037046,68.05014853,103.4641931,52.56038037,48.1258721,3.550527375,2.453954647,-1.630147419,300,1,none,17,10,1028,9389.012,1.236301542,1.224438145,1.245692597,0.01084077,3,32.79068665,28.59052828,35.41919512,3.675627194,3,85.12577304,55.48573444,110.495858,27.75252784,3,1.23E-13,8.69E-14,1.81E-13,5.04E-14,3,2535.345995,2491.427646,2592.076385,51.5330332,3,2514.287644,2465.577624,2575.220373,55.83394214,3,2.68E-10,2.48E-10,3.05E-10,3.16E-11,3,3765384995,3293984147,4032672816,409465301.6,3,2.66E-10,2.45E-10,3.03E-10,3.18E-11,3,3797507439,3315578796,4074986873,418956759.6,3,0.000151005,0.000144694,0.000162512,9.98E-06,3,5.03E-05,4.82E-05,5.42E-05,3.33E-06,3,1.189391871,1.187882069,1.190923057,0.001520607,3,3.071443083,3.040623109,3.09469806,0.027819902,3,0.086564736,0.079014707,0.09918359,0.010998441,3,1.697648253,1.689005932,1.704502148,0.007901394,3,0.419114901,0.419114901,0.419114901,0,1,1.34E-07,1.34E-07,1.34E-07,0,1,0.015309597,0.015309597,0.015309597,0,1,0.00640216,0.00640216,0.00640216,0,1,0.049575168,0.049575168,0.049575168,0,1,0.128560425,0.128560425,0.128560425,0,1,0.135986549,0.135986549,0.135986549,0,1,0.083798342,0.083798342,0.083798342,0,1,0.000626017,0.000626017,0.000626017,0,1,-0.001143357,-0.001143357,-0.001143357,0,1,13
PI696,*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,614.591,9.755412698,503.344,-6349339.147,-8.826845092,-1.510733918,6.384266339,2.845482865,5.629206019,-0.986976975,67.72922605,72.1752324,63.51398637,67.4984594,0.932923348,5.551724791,-12.24985021,300,1,none,16,10,1016,9863.526,1.296610121,1.283787539,1.307838405,0.010100412,5,21.95338985,19.50465084,23.63469016,1.613322506,5,29.02925464,25.17810134,37.54139211,5.116445327,5,3.75E-13,6.23E-14,7.03E-13,2.93E-13,5,2447.780572,2377.917766,2481.307967,42.39478564,5,2385.162593,2356.838284,2406.400033,22.81138877,5,2.85E-10,2.27E-10,4.12E-10,7.46E-11,5,3678945229,2434220528,4400901764,783870017.6,5,2.76E-10,2.23E-10,3.92E-10,6.79E-11,5,3766312042,2554284971,4481091779,759400942.3,5,0.000273059,0.000144771,0.000453544,0.000116099,5,9.10E-05,4.83E-05,0.000151181,3.87E-05,5,1.277300213,1.264932153,1.307751561,0.017406128,5,2.968132978,2.945280828,2.988372252,0.015523126,5,0.056279065,0.030247986,0.09783442,0.028810595,5,1.640366203,1.63240973,1.64735123,0.00627346,5,0.218423483,0.20248067,0.230539801,0.010154893,5,6.89E-08,6.27E-08,7.24E-08,3.74E-09,5,0.006082327,-0.00314049,0.013381926,0.006717297,5,0.001241759,-0.008940272,0.00922026,0.007484151,5,0.047530516,0.039063789,0.057294606,0.007158348,5,0.067353746,0.049636685,0.086450839,0.016195534,5,0.052765313,0.050202873,0.056600834,0.002369437,5,0.041179941,0.036083419,0.050167606,0.006199436,5,0.000289247,0.000163963,0.000444754,0.000120537,5,0.001980632,0.00059057,0.00289633,0.0008944,5,13
PI697,*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,700.547,10.15285507,548.88,-6782644.263,-8.668591982,-1.396749004,1.867332523,-0.612079334,0.655899681,-1.637707315,72.23321931,102.650875,51.89073445,62.15804844,-11.71731178,4.193631312,-2.303924953,300,1,none,14,10,974,9837.728,1.308564776,1.291077894,1.320973263,0.013819946,4,24.84520731,23.39786319,26.1320884,1.205918771,4,33.13225795,28.22834673,38.11092134,5.31502413,4,2.81E-13,7.29E-14,3.99E-13,1.81E-13,3,2277.835106,2241.933026,2296.834161,31.10977063,3,2256.658633,2222.857245,2274.209462,29.28007943,3,3.17E-10,2.51E-10,3.92E-10,7.08E-11,3,3256649641,2550397754,3979869647,714886991.7,3,3.14E-10,2.49E-10,3.88E-10,6.99E-11,3,3286812529,2577222599,4015804436,719487145.6,3,0.000170424,0.000150423,0.000201884,2.76E-05,3,5.68E-05,5.01E-05,6.73E-05,9.19E-06,3,1.169421618,1.16784535,1.173839997,0.002948239,4,2.717435893,2.684645816,2.744114166,0.026598354,4,0.061375574,0.043327715,0.084258013,0.019265387,4,1.596235937,1.586432934,1.603207463,0.007755276,4,0.219568135,0.206266877,0.233137925,0.013641859,4,7.24E-08,6.82E-08,7.66E-08,4.19E-09,3,0.002216092,-0.0016392,0.005939987,0.003096459,4,0.002903459,-0.000853251,0.007715645,0.003609274,4,0.036864563,0.033219737,0.046123016,0.006186687,4,0.083288379,0.076874767,0.089002577,0.006231354,4,0.048312698,0.044876172,0.05336898,0.003917085,4,0.043161359,0.03734873,0.052395351,0.006479249,4,0.000343354,0.000117945,0.000485285,0.000159519,4,0.002478231,0.001722603,0.003567664,0.000781293,4,13
PI698,*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,592.607,8.588507246,518.816,-5218522.529,-8.347253158,-1.287701917,2.764099368,-2.658689827,0.41609672,0.631250536,71.15165377,83.00609875,58.81741093,71.63145162,-4.940966595,-10.28913899,-4.512832155,300,1,none,14,10,974,8326.568,1.199178113,1.189128419,1.205997537,0.007373037,4,23.96641117,22.6692133,25.28601125,1.201019441,4,30.98220993,23.97737257,38.02475366,7.315319313,4,2.56E-13,7.53E-14,5.37E-13,2.10E-13,4,2661.081306,2545.742132,2749.281491,86.86904288,4,2619.500247,2512.980046,2685.1347,75.75458852,4,2.43E-10,2.32E-10,2.56E-10,1.08E-11,4,4119013756,3909996209,4306010258,182204912.1,4,2.39E-10,2.30E-10,2.50E-10,9.46E-12,4,4183380331,4003370775,4354319741,164585579.5,4,0.000199095,0.000164975,0.000256821,4.09E-05,4,6.64E-05,5.50E-05,8.56E-05,1.36E-05,4,4.401392695,1.187230397,12.34786479,5.356016228,4,6.112464036,2.891361055,14.0742222,5.366467705,4,0.060401832,0.048202604,0.089210971,0.019294212,4,1.646527408,1.639700449,1.651168501,0.005011449,4,0.291997587,0.281152478,0.308571292,0.012855812,4,9.16E-08,8.48E-08,9.61E-08,4.82E-09,4,0.007052401,0.003718334,0.009700315,0.003027311,4,0.004518082,0.002912772,0.007196975,0.001859843,4,0.055823997,0.050738454,0.062067526,0.004843639,4,0.10483244,0.090034699,0.112952131,0.01057722,4,0.067804516,0.064025259,0.070147563,0.002636524,4,0.051391119,0.0463989,0.054420148,0.00347726,4,0.000350809,0.000280176,0.000489133,9.66E-05,4,0.000224222,-0.000138147,0.000602957,0.00039584,4,13
PI699,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,458.429,9.355693878,388.904,-4104168.188,-8.431723255,-0.865257212,1.744079054,-0.489055999,-0.135483612,1.668616243,56.09815988,87.75517186,41.26047599,39.2788318,-3.121495442,-2.437532655,7.914206391,300,1,none,20,10,988,9198.65,1.246919536,1.231295648,1.272510358,0.018053052,5,33.7514022,30.84882103,35.61081299,1.87006431,5,70.4930596,51.98758604,100.2326812,19.90534871,5,2.31E-13,6.05E-14,3.68E-13,1.32E-13,5,2511.967277,2466.491717,2562.587077,45.77056924,5,2499.437631,2451.202261,2549.090797,47.22110331,5,2.70E-10,2.26E-10,3.59E-10,5.41E-11,5,3813634384,2785637797,4425479583,664660581.6,5,2.68E-10,2.25E-10,3.58E-10,5.41E-11,5,3833237486,2794766069,4448944958,670459303.4,5,0.000116429,0.000110136,0.000131637,8.71E-06,5,3.88E-05,3.67E-05,4.39E-05,2.90E-06,5,1.242350896,1.234649063,1.250286055,0.005717744,5,3.119974493,3.079396104,3.191040876,0.048936269,5,0.067144838,0.042926043,0.096805413,0.022388091,5,1.696315759,1.68503921,1.714862916,0.013059635,5,0.349285387,0.346228999,0.352341775,0,2,1.11E-07,1.10E-07,1.11E-07,0,2,0.00736521,0.006430696,0.008299724,0,2,0.003744425,0.002716341,0.004772508,0,2,0.053960615,0.050601521,0.057319709,0,2,0.140690907,0.134225341,0.147156473,0,2,0.075034946,0.071981148,0.078088744,0,2,0.064281203,0.055633156,0.072929249,0,2,0.000539258,0.000527916,0.0005506,0,2,0.003668825,0.002868908,0.004468741,0,2,13
PI700,*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,458.429,9.355693878,388.832,-4104164.66,-8.353255092,-0.667736986,2.381046702,-1.636062667,-1.562573758,0.742324456,55.29464322,84.36776654,33.7628806,47.75328251,1.029589392,-4.987077858,2.592741951,300,1,none,20,10,988,9198.65,1.225730173,1.215853776,1.24304119,0.010835242,5,22.22798133,21.2115232,23.12074849,0.826891216,5,23.55814317,20.4380577,28.56947794,3.108193428,5,4.34E-13,1.79E-13,1.14E-12,3.97E-13,5,2522.024354,2461.046461,2625.855207,66.37435949,5,2501.450506,2433.219522,2625.597294,74.76470546,5,3.24E-10,2.72E-10,3.88E-10,4.84E-11,5,3138984279,2577466571,3678596735,460594321.7,5,3.22E-10,2.71E-10,3.88E-10,4.87E-11,5,3165401108,2577719460,3702131182,466442886.4,5,0.000147039,1.97E-05,0.000229345,7.97E-05,5,4.90E-05,6.57E-06,7.64E-05,2.66E-05,5,1.266985963,1.255112865,1.283924541,0.013327439,5,3.051365264,3.038691718,3.080884786,0.017157714,5,0.053821393,0.033891893,0.080720697,0.020066411,5,1.668632271,1.661762556,1.680714238,0.007553623,5,0.246678175,0.238109173,0.257917478,0.008837825,5,7.98E-08,7.45E-08,8.43E-08,3.70E-09,5,0.0080194,0.000690112,0.012725432,0.004787339,5,0.002956593,0.000286181,0.005149807,0.001953719,5,0.045090755,0.035207539,0.053875443,0.006678671,5,0.082570052,0.077316317,0.087224151,0.003978321,5,0.054100802,0.042955829,0.066449135,0.010532476,5,0.052337899,0.043552087,0.063977425,0.00774035,5,0.000394242,0.000166832,0.000621986,0.000186221,5,0.001208433,-0.000464903,0.002020569,0.000999196,5,13
PI701,*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,474.497,9.683612245,399.216,-4952193.829,-8.166579242,-0.894054801,2.197864651,0.029643343,-1.658811971,-1.441552337,59.13004961,91.2146604,51.44065775,34.73483068,4.042367674,-0.409289945,0.534034993,300,1,none,20,10,988,9520.01,1.250402987,1.23150838,1.266296623,0.014904425,4,27.41736569,25.89477557,29.31013981,1.50625057,4,50.65655076,41.31612728,62.59557711,9.402229528,4,8.81E-14,2.72E-14,2.15E-13,8.61E-14,4,2397.878547,2286.648578,2463.583338,76.89759711,4,2367.905986,2262.98696,2409.787951,70.18917579,4,2.65E-10,2.34E-10,3.07E-10,3.59E-11,4,3829482425,3258422677,4279642971,507736352.6,4,2.61E-10,2.32E-10,3.00E-10,3.41E-11,4,3875986759,3340174138,4319755929,497560861.1,4,0.000176183,0.000125087,0.00027914,6.97E-05,4,5.87E-05,4.17E-05,9.30E-05,2.32E-05,4,1.233539731,1.229388618,1.238396999,0.004132107,4,3.176628259,3.13336238,3.213283116,0.034025787,4,0.063711013,0.03249843,0.098302891,0.034991966,4,1.71551624,1.701459779,1.727395293,0.011109201,4,0.266032562,0.238587758,0.281830292,0.02385833,3,8.90E-08,8.37E-08,9.30E-08,4.82E-09,3,0.006958612,0.003685693,0.008771202,0.002839898,3,0.000619747,-0.002222941,0.004627676,0.003570865,3,0.046666872,0.043092537,0.052363594,0.004986634,3,0.088319883,0.061505377,0.114037588,0.026283275,3,0.06278216,0.057779851,0.070232073,0.006577046,3,0.059618929,0.039910135,0.07221613,0.017287289,3,0.000361518,0.000181957,0.000482745,0.000158652,3,0.000704842,0.00046003,0.000883478,0.000219344,3,13
PI702,*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,456.457,8.950137255,397.432,-4009878.835,-8.757433602,-0.85156332,0.99231994,0.503484516,0.366942925,-0.772369792,56.697051,84.58658775,47.3152895,38.18927575,-1.557007301,-6.271386238,4.065865419,300,1,none,19,10,977,8702.753,1.211868653,1.201347273,1.218085747,0.007404187,4,29.05489501,27.85023271,32.13353514,2.056366048,4,47.68033413,41.15389843,57.97409332,7.594979225,4,6.04E-14,-1.05E-14,9.57E-14,4.82E-14,4,2575.361816,2512.069802,2636.53039,58.32730568,4,2549.835634,2480.692879,2608.855264,58.07056394,4,2.46E-10,2.29E-10,2.53E-10,1.12E-11,4,4076180886,3947418898,4359870245,193514543.6,4,2.43E-10,2.27E-10,2.50E-10,1.11E-11,4,4116995637,3997353874,4406111050,195355379.4,4,0.000157955,0.000128242,0.000179419,2.15E-05,4,5.27E-05,4.27E-05,5.98E-05,7.16E-06,4,1.221329021,1.219406343,1.225399286,0.002760972,4,3.057851825,3.030772126,3.077108141,0.019665595,4,0.064627829,0.032034126,0.094028795,0.025919005,4,1.684191569,1.676574961,1.688700345,0.00536211,4,0.310513378,0.282120589,0.366848435,0.039252188,4,9.95E-08,8.88E-08,1.17E-07,1.25E-08,4,0.01099712,0.006463325,0.016173062,0.004633246,4,0.003614567,0.002997812,0.004220062,0.000578907,4,0.05418428,0.046252755,0.062153596,0.006633767,4,0.109306834,0.095002606,0.1285011,0.014276877,4,0.073648689,0.05105924,0.103600003,0.022433824,4,0.05710287,0.048974383,0.063681599,0.006378232,4,0.000416674,0.000250505,0.000619117,0.000169729,4,0.001242344,-0.000695506,0.002147064,0.001304823,4,13
PI703,*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,454.441,9.274306122,386.632,-4006749.748,-8.203545949,-0.856970908,0.600188398,0.266586966,0.298770897,0.447094457,57.94983543,91.41072668,40.21302315,42.22575647,1.739613971,5.125237793,-6.297815366,300,1,none,20,10,988,9118.89,1.225343754,1.214697529,1.23383795,0.008840067,4,40.24704175,37.67248147,42.45443321,2.074009473,4,95.47555536,90.33273544,102.8926031,5.353452727,4,8.44E-14,-1.40E-14,1.99E-13,9.52E-14,4,2514.564372,2435.293756,2608.739021,77.55712076,4,2493.545241,2414.254311,2581.790113,73.54370096,4,2.54E-10,2.38E-10,2.83E-10,2.13E-11,4,3964064361,3536351128,4209207839,318317668.7,4,2.51E-10,2.36E-10,2.80E-10,2.10E-11,4,3997251824,3573304185,4245890226,319580746.1,4,0.00014622,0.000117278,0.000175019,2.37E-05,4,4.87E-05,3.91E-05,5.83E-05,7.90E-06,4,1.220493895,1.207983571,1.230060981,0.009348587,4,3.17237515,3.143715797,3.204294383,0.030063927,4,0.075837058,0.044553192,0.090428639,0.021300041,4,1.718093997,1.709960845,1.724596591,0.00676013,4,0.460950768,0.393022495,0.542344792,0.075566407,3,1.48E-07,1.31E-07,1.73E-07,2.17E-08,3,0.010770816,0.007656738,0.012654858,0.002716624,3,-0.000769671,-0.004072681,0.004718162,0.004785376,3,0.05355871,0.047827793,0.057389088,0.005056049,3,0.195652633,0.15878194,0.249583302,0.04774415,3,0.111692207,0.106767371,0.11475787,0.004307483,3,0.088510384,0.061900384,0.113908558,0.026025256,3,0.00095471,0.000511646,0.001366534,0.000428299,3,0.000580977,-0.00013966,0.001843686,0.001097176,3,13
